index,close,open,high,low,volume
1657411200,20835.5,21577.0,21583.5,20627.0,358502400
1657497600,19944.5,20835.5,20836.0,19860.0,460903500
1657584000,19302.0,19944.5,20023.5,19212.0,463694400
1657670400,20214.5,19302.0,20325.0,18855.0,749052500
1657756800,20571.5,20214.5,20869.0,19585.0,505038700
1657843200,20818.0,20571.5,21184.0,20363.5,442162800
1657929600,21182.5,20818.0,21583.5,20465.0,380700000
1658016000,20790.0,21182.5,21678.5,20710.0,351244600
1658102400,22435.0,20790.0,22751.0,20750.0,640250700
1658188800,23391.5,22435.0,23800.0,21575.5,820901700
1658275200,23219.5,23391.5,24271.5,22912.5,682191300
1658361600,23150.0,23219.5,23418.5,22340.0,531409600
1658448000,22679.5,23150.0,23750.0,22490.0,469292100
1658534400,22442.0,22679.5,22986.0,21945.0,419423900
1658620800,22580.0,22442.0,23000.0,22261.5,361068600
1658707200,21280.0,22580.0,22653.5,21234.0,539913400
1658793600,21238.5,21280.0,21334.5,20720.0,447001900
1658880000,22949.0,21238.5,23114.0,21007.5,600093600
1658966400,23841.5,22949.0,24190.0,22590.5,698169400
1659052800,23769.5,23841.5,24444.0,23258.0,630897500
1659139200,23644.0,23769.5,24684.0,23081.0,512903400
1659225600,23299.0,23644.0,24191.0,23226.5,356673400
1680307200,28450.0,28462.5,28823.5,28210.5,218615100
1680393600,28160.0,28450.0,28537.0,27839.5,287627500
1680480000,27795.0,28160.0,28534.0,27198.5,632489600
1680566400,28155.0,27795.0,28465.5,27652.5,410682600
1680652800,28162.0,28155.0,28789.0,27780.0,449348900
1680739200,28022.0,28162.0,28183.5,27678.0,327514800
1680825600,27899.0,28022.0,28100.0,27772.0,217543700
1680912000,27937.5,27899.0,28170.5,27864.0,156139500
1680998400,28325.5,27937.5,28538.5,27717.5,261785700
1681084800,29659.0,28325.5,29856.0,28165.0,501955100
1681171200,30223.0,29659.0,30580.0,29622.0,443289000
1681257600,29902.5,30223.0,30497.5,29659.0,454636700
1681344000,30387.0,29902.5,30637.0,29867.5,336904700
1681430400,30465.0,30387.0,31059.0,29988.0,480902000
1681516800,30299.5,30465.0,30599.5,30230.0,201858800
1681603200,30324.5,30299.5,30584.0,30125.0,234297900
1681689600,29424.5,30324.5,30334.0,29229.0,466949100
1681776000,30375.5,29424.5,30489.5,29100.0,462557700
1681862400,28784.0,30375.5,30408.0,28518.5,650214600
1681948800,28230.0,28784.0,29090.0,27962.5,502996300
1682035200,27261.0,28230.0,28353.0,27100.0,534526600
1682121600,27805.0,27261.0,27874.0,27137.5,295027200
1682208000,27577.0,27805.0,27808.0,27299.0,325014300
1682294400,27488.5,27577.0,27996.0,26900.5,520053400
1682380800,28283.5,27488.5,28392.0,27190.5,419102600
1682467200,28407.5,28283.5,30041.0,27182.5,1044757600
1682553600,29463.5,28407.5,29901.5,28374.0,640016300
1682640000,29311.5,29463.5,29582.5,28895.0,401166400
1682726400,29230.5,29311.5,29453.0,29036.5,177500800
1682812800,29242.0,29230.5,29978.0,29105.0,422248900
1577836800,7179.0,7163.0,7234.5,7153.0,762775093
1577923200,6942.0,7179.0,7183.0,6905.5,1471023953
1578009600,7335.0,6942.0,7412.0,6855.0,3050176897
1578096000,7345.0,7335.0,7399.0,7258.5,1183967641
1578182400,7350.5,7345.0,7494.0,7310.0,1533245110
1578268800,7756.5,7350.5,7799.0,7341.5,2344491871
1578355200,8155.5,7756.5,8214.5,7740.5,3903802488
1578441600,8046.0,8155.5,8462.5,7880.0,4906482344
1578528000,7810.5,8046.0,8046.0,7740.5,2634163776
1578614400,8204.0,7810.5,8204.0,7682.0,3782453314
1578700800,8023.5,8204.0,8295.0,8006.5,2342781516
1578787200,8187.0,8023.5,8196.0,7955.0,1576712742
1578873600,8104.5,8187.0,8200.0,8033.5,1313199511
1578960000,8835.5,8104.5,8900.0,8104.0,5589882784
1579046400,8816.5,8835.5,8916.5,8578.0,3523353461
1579132800,8719.0,8816.5,8854.0,8585.5,2445274789
1579219200,8901.0,8719.0,9021.0,8670.5,3728596348
1579305600,8916.5,8901.0,8984.0,8810.0,1836510291
1579392000,8700.5,8916.5,9190.0,8430.0,3742743016
1579478400,8632.5,8700.5,8739.0,8516.0,2016471911
1579564800,8727.5,8632.5,8772.5,8455.0,1797763495
1579651200,8664.5,8727.5,8796.5,8552.0,1313340524
1579737600,8392.0,8664.5,8669.5,8283.5,2892720411
1579824000,8425.5,8392.0,8515.0,8223.5,2520283967
1579910400,8326.0,8425.5,8427.5,8251.0,1484100809
1579996800,8597.5,8326.0,8599.5,8286.0,1814758342
1580083200,8900.0,8597.5,8994.5,8566.0,3131528831
1580169600,9400.0,8900.0,9434.0,8886.0,4571974682
1580256000,9294.5,9400.0,9440.0,9235.0,3016724002
1580342400,9510.0,9294.5,9579.0,9052.0,3871834826
1580428800,9339.5,9510.0,9528.0,9205.0,2429182170
1612137600,33550.5,33101.0,34749.0,32318.0,2077088786
1612224000,35544.5,33550.5,36051.0,33441.0,2226392272
1612310400,37700.0,35544.5,37750.0,35426.0,2662277724
1612396800,37030.0,37700.0,38850.0,36222.0,2967900059
1612483200,38361.5,37030.0,38419.5,36605.0,1825963949
1612569600,39318.5,38361.5,41027.5,38293.5,2745957944
1612656000,38900.5,39318.5,39810.0,37410.5,2627342478
1612742400,46417.5,38900.5,46929.0,38058.0,4677725938
1612828800,46513.5,46417.5,48277.0,45073.5,3586243118
1612915200,44888.0,46513.5,47495.0,43802.5,2946590028
1613001600,48082.0,44888.0,48833.5,44051.5,3643247396
1613088000,47485.0,48082.0,49180.0,46234.5,2832796323
1613174400,47265.5,47485.0,48335.0,46250.5,2057217655
1613260800,48690.5,47265.5,49876.5,47105.0,2608808984
1613347200,48018.5,48690.5,49080.0,45726.0,2614365272
1613433600,49199.5,48018.5,50980.0,47140.0,3606645741
1613520000,52209.5,49199.5,52743.0,48949.5,2907233492
1613606400,51613.0,52209.5,52594.5,50940.0,2165933671
1613692800,55934.0,51613.0,56454.0,50732.0,2963785938
1613779200,55934.5,55934.0,57636.0,53991.0,2810562544
1613865600,57542.5,55934.5,58464.0,55552.0,2276211707
1613952000,54122.5,57542.5,57577.5,47566.5,6469168708
1614038400,48923.5,54122.5,54205.5,44813.0,7289632823
1614124800,49691.0,48923.5,51420.0,46961.5,2903146594
1614211200,47110.0,49691.0,52151.5,46717.0,2984172940
1614297600,46320.0,47110.0,48428.5,44100.0,3727451804
1614384000,46171.5,46320.0,48399.5,45000.0,1872080256
1614470400,45211.0,46171.5,46644.5,43040.0,2973600828
1585699200,6671.5,6425.0,6723.5,6141.5,2207635222
1585785600,6795.5,6671.5,7299.0,6571.0,2972605816
1585872000,6738.0,6795.5,7049.5,6600.0,2140975954
1585958400,6875.0,6738.0,7097.0,6600.0,1619522774
1586044800,6775.5,6875.0,6920.0,6660.5,1148471580
1586131200,7338.0,6775.5,7391.5,6766.0,2341814274
1586217600,7193.0,7338.0,7475.5,7076.0,2098135699
1586304000,7362.5,7193.0,7430.0,7152.0,1776328298
1586390400,7289.5,7362.5,7373.0,7080.0,1676985467
1586476800,6868.5,7289.5,7299.0,6754.0,2206832440
1586563200,6885.0,6868.5,6950.0,6766.0,1054582288
1586649600,6905.5,6885.0,7197.0,6780.5,1720103437
1586736000,6853.0,6905.5,6930.5,6540.0,2252284386
1586822400,6868.0,6853.0,6985.5,6765.0,1400091537
1586908800,6615.5,6868.0,6940.0,6601.5,1489184700
1586995200,7106.5,6615.5,7245.0,6463.0,3006153467
1587081600,7025.0,7106.5,7156.5,6991.0,1225409067
1587168000,7256.5,7025.0,7305.0,7005.5,1302161155
1587254400,7125.5,7256.5,7274.0,7053.0,1139540564
1587340800,6833.0,7125.5,7237.5,6751.5,2362464868
1587427200,6848.5,6833.0,6959.0,6762.5,1528684889
1587513600,7133.5,6848.5,7189.0,6822.0,1450803027
1587600000,7492.0,7133.5,7802.0,7023.5,2488032747
1587686400,7503.5,7492.0,7610.0,7380.0,1473830307
1587772800,7542.0,7503.5,7745.0,7431.0,1362595381
1587859200,7702.5,7542.0,7720.0,7450.0,1432590477
1587945600,7788.0,7702.5,7836.5,7625.0,1663495897
1588032000,7752.0,7788.0,7795.5,7651.0,1154456663
1588118400,8794.0,7752.0,8978.0,7706.0,5110631297
1588204800,8627.5,8794.0,9481.0,8407.0,5794365072
1625097600,33507.5,35028.0,35037.0,32710.5,1273473100
1625184000,33790.5,33507.5,33965.5,32641.0,965701200
1625270400,34668.0,33790.5,34942.5,33257.5,752843500
1625356800,35290.5,34668.0,35945.0,34360.0,612414600
1625443200,33712.0,35290.5,35291.0,33017.0,1135244100
1625529600,34213.5,33712.0,35101.0,33488.0,1095961700
1625616000,33836.0,34213.5,35080.0,33755.0,885812600
1625702400,32855.0,33836.0,33900.0,32130.0,1100771500
1625788800,33813.0,32855.0,34093.0,32255.0,708163600
1625875200,33500.0,33813.0,34240.5,33030.5,659555400
1625961600,34256.0,33500.0,34633.0,33333.0,620951400
1626048000,33080.0,34256.0,34669.5,32642.0,946512100
1626134400,32712.5,33080.0,33331.0,32147.5,789833800
